longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,,predicted
-117.72,33.62,19,5777,1261,1711,1225,2.7634,86900,<1H OCEAN,,146951
-122.46,37.72,52,2951,406,1115,397,6.7228,405200,NEAR OCEAN,,418465.27
-121.23,37.84,28,1347,241,713,225,4.0208,155700,INLAND,,129911
-117.53,33.88,22,2855,667,2453,624,3.1312,91000,INLAND,,129952
-117.25,32.82,23,6139,826,2036,807,9.5245,500001,NEAR OCEAN,,480157.76
-118.15,34.04,33,818,195,664,198,2.1944,203300,<1H OCEAN,,168671
-119.79,36.79,19,1524,448,960,386,1.5122,47500,INLAND,,60859
-122.05,37.63,5,3785,936,2240,792,3.2829,162500,NEAR BAY,,220918
-121.32,38.62,29,2430,448,1087,394,3.0864,177900,INLAND,,134720
-121.82,38.01,47,1265,254,587,247,2.6364,93500,INLAND,,109465
-122.26,38.03,25,2239,361,928,353,4.4474,203700,NEAR BAY,,187581
-118,33.75,26,1382,387,1977,368,2.7589,137500,<1H OCEAN,,186287
-118.07,33.85,16,3771,606,2196,564,7.0113,319700,<1H OCEAN,,350510.04
-121.92,37.73,24,1407,327,501,295,2.4821,157200,<1H OCEAN,,147639
-122.56,37.95,34,2677,411,933,410,6.1444,500001,NEAR OCEAN,,415775.17
-117.29,34.13,44,2337,563,1238,467,1.5156,75800,INLAND,,73615
-118.08,33.99,38,1683,328,1369,339,3.6196,170700,<1H OCEAN,,163850
-121.68,39.82,15,3996,748,1786,728,3.5189,141300,INLAND,,111014
-121.89,37.26,25,3319,531,1560,502,5.8479,263300,<1H OCEAN,,271059
-117.05,34.04,23,3967,766,1518,698,2.29,111800,INLAND,,105259
-117.84,33.9,24,1723,223,707,219,7.0352,299600,<1H OCEAN,,293582.03
-117.93,33.94,28,3664,719,1820,657,4.225,224700,<1H OCEAN,,203434
-117.94,33.78,34,2627,468,1409,450,4.7731,199200,<1H OCEAN,,205722
-117.29,35.54,35,7922,1636,3431,1329,3.4145,40400,INLAND,,75196
-116.88,33.93,37,1495,429,865,342,1.2188,55000,INLAND,,84794
-117.88,33.84,34,1410,214,837,240,6.1168,213900,<1H OCEAN,,252236
-117.49,33.99,21,2050,392,1153,336,4.84,116400,INLAND,,144986
-117.98,34.03,21,797,162,484,166,2.625,191100,<1H OCEAN,,177852.02
-119.23,34.19,16,5297,810,1489,667,6.4522,500001,NEAR OCEAN,,397545.2
-117.86,33.75,13,1632,598,3356,659,1.5054,137500,<1H OCEAN,,169264.02
-118.43,34.01,27,3133,1021,2242,1002,2.697,412500,<1H OCEAN,,301291.01
-122.31,38.01,18,4123,874,1895,772,3.2759,195000,NEAR BAY,,152568
-122.43,37.79,52,3486,847,1248,813,7.2623,500001,NEAR BAY,,412643.39
-118.19,33.95,42,1651,463,1559,436,2.3882,148100,<1H OCEAN,,153287
-117.11,32.91,15,1840,235,855,241,7.5992,310600,<1H OCEAN,,314704.04
-118.47,34.04,32,2909,748,1310,706,4.516,350000,<1H OCEAN,,417755.24
-122.42,37.75,52,2163,607,1447,546,3.3555,275000,NEAR BAY,,302234
-117.34,34.08,35,1380,248,730,264,3.2305,93700,INLAND,,97870
-122.06,37.99,17,1319,316,384,269,1.8229,137500,NEAR BAY,,151309
-122.06,37.54,20,6483,1068,3526,1060,5.0838,248200,NEAR BAY,,251982.01
-117.14,32.74,16,6075,1816,2592,1634,2.5553,178100,NEAR OCEAN,,150587
-122.07,38,37,978,202,462,184,3.625,156300,NEAR BAY,,151527
-122.35,40.57,18,2226,490,859,451,1.6821,69400,INLAND,,78478
-121.37,38.69,35,1093,192,590,190,2.7009,80200,INLAND,,99151
-120.19,36.6,25,875,214,931,214,1.5536,58300,INLAND,,53931
-121.28,38.03,11,826,150,684,166,3.9265,107400,INLAND,,135526
-117.51,33.95,12,9016,1486,4285,1457,4.9984,169100,INLAND,,175111
-118.36,33.88,31,2518,543,1107,508,4.7404,295800,<1H OCEAN,,284292
-122.3,37.97,35,1811,377,911,340,3.375,149700,NEAR BAY,,144767
-120.87,37.76,16,1174,249,601,242,1.7143,113300,INLAND,,110566
-115.73,33.09,27,452,103,258,61,2.9,87500,INLAND,,88653
-121.22,37.79,38,2152,451,1320,457,2.5025,101900,INLAND,,94711
-121.98,37.95,14,6290,854,2724,820,6.7371,267400,INLAND,,283657
-121.79,37.67,26,2163,339,947,346,6.0797,211000,INLAND,,235496
-117.9,33.9,18,3821,576,1430,568,6.9399,349600,<1H OCEAN,,317931.03
-122.04,37.85,27,6039,780,2181,761,9.5862,469400,NEAR BAY,,469347.66
-119.73,34.42,25,2024,312,907,335,5.4127,392800,NEAR OCEAN,,334880.02
-116.44,33.77,18,4872,1110,955,656,2.2439,97500,INLAND,,140611
-117.31,34.17,25,2795,596,1650,569,3.0078,87100,INLAND,,103066
-117.14,32.8,35,1267,212,710,204,2.5368,169600,NEAR OCEAN,,144065
-122.13,37.7,43,3046,557,1333,544,3.4583,183700,NEAR BAY,,194122
-122.48,38.31,29,2375,560,1124,502,2.3276,166200,<1H OCEAN,,180056
-118.37,33.88,44,1325,245,669,253,4.4211,324000,<1H OCEAN,,319512.01
-121.45,38.64,23,1481,343,1079,315,1.867,60600,INLAND,,66048
-122.57,38.02,33,9531,1487,3798,1409,5.6512,314000,NEAR BAY,,353753
-118.02,33.79,23,6368,1030,3281,1001,6.1142,240400,<1H OCEAN,,309720.02
-124.07,40.87,47,1765,326,796,333,2.2138,99200,NEAR OCEAN,,82568
-116.91,34.24,23,6379,1636,1350,568,1.6336,124500,INLAND,,87393
-117.65,33.62,15,2708,410,1140,389,6.2899,275000,<1H OCEAN,,314330
-116.94,32.81,8,2517,632,1686,613,2.136,143500,<1H OCEAN,,126843
-119.78,36.76,50,1343,322,1063,342,1.75,49800,INLAND,,56446
-122.05,38,16,1085,217,356,232,2.3462,75000,NEAR BAY,,146709
-122.24,37.49,30,2956,590,1191,594,3.7463,427600,NEAR OCEAN,,295298
-121.46,38.54,39,1453,324,843,281,1.7692,63900,INLAND,,69391
-117.93,33.95,31,3600,468,1382,435,7.4597,500001,<1H OCEAN,,373686.09
-117.96,33.69,20,3123,441,1319,432,6.091,290400,<1H OCEAN,,290075
-122.04,37.96,27,2587,729,1500,623,1.837,175000,NEAR BAY,,153995
-121.3,37.97,52,2259,417,766,385,2.2981,105400,INLAND,,102726
-121.74,37.35,34,440,90,217,93,5.2327,500001,<1H OCEAN,,301181.02
-121.58,39.14,52,662,160,520,149,0.8928,55000,INLAND,,82277
-119.75,36.71,38,1481,,1543,372,1.4577,49800,INLAND,,49293
-118.36,33.98,29,2861,816,1715,775,2.7712,160900,<1H OCEAN,,171305
-122.18,37.73,42,909,215,646,198,2.9063,80000,NEAR BAY,,152353
-122.64,38.87,16,1177,240,519,199,1.5739,73500,INLAND,,84602
-120.72,38.42,17,5654,1085,2237,953,3.0465,144100,INLAND,,119975
-118.2,33.77,24,2404,819,1566,753,1.5076,145800,NEAR OCEAN,,164388
-118.43,34.2,28,3386,,2240,737,3.0221,290100,<1H OCEAN,,212289
-122.74,38.44,23,2819,612,1644,546,2.6576,147900,<1H OCEAN,,154548
-118.12,33.91,35,620,122,381,124,3.7917,183900,<1H OCEAN,,190222
-118.03,33.95,37,1772,321,934,326,4.1471,177800,<1H OCEAN,,197684.01
-122.76,38.46,14,4794,767,2252,768,4.2061,213100,<1H OCEAN,,210361
-121.83,37.28,33,1115,250,1168,261,3.9009,178600,<1H OCEAN,,174191
-118.48,34.25,35,1865,335,1074,337,5.1068,223300,<1H OCEAN,,224623
-121.35,38.28,17,2756,557,1986,530,3.2234,82000,INLAND,,115477
-118.18,33.82,43,2210,469,1042,418,3.5,216700,NEAR OCEAN,,234237.01
-122.02,37.01,20,1005,138,345,129,10.0968,500001,NEAR OCEAN,,494852.89
-117.67,33.49,10,366,61,128,61,8.163,250000,<1H OCEAN,,384253.1
-117.59,34.13,10,20263,3915,9716,3744,3.8505,169600,INLAND,,148885
-117.89,34.09,35,1205,330,583,319,2.3971,188900,<1H OCEAN,,181776
-122.68,38.43,29,488,63,161,62,6.0774,334400,<1H OCEAN,,356697.08
-118.32,33.87,28,3763,762,1967,724,5.3244,271900,<1H OCEAN,,286003
-118.58,34.06,25,4440,693,1560,636,8.8666,500001,<1H OCEAN,,476120.71
-118.03,33.96,37,1180,256,614,242,3.117,164600,<1H OCEAN,,184989
-117.81,33.82,20,2819,319,1019,319,12.2092,500001,<1H OCEAN,,493396.85
-122.15,37.41,29,473,103,359,87,7.0309,475000,NEAR BAY,,425085.44
-116.87,33.57,12,1153,265,446,195,3.038,128100,INLAND,,172752
-121.72,37.7,17,1671,352,729,252,6.1023,450000,INLAND,,226161
-122.26,38,6,678,104,318,91,5.2375,246400,NEAR BAY,,245566.02
-118.25,34.14,13,3487,1131,3749,1072,2.1602,221900,<1H OCEAN,,200462
-118.4,33.86,41,2237,597,938,523,4.7105,500001,<1H OCEAN,,417108.23
-117.18,33.15,7,6225,1683,5410,1580,2.32,117500,<1H OCEAN,,135634
-117.33,34.12,33,933,219,838,211,1.3417,69000,INLAND,,64589
-117.98,33.68,14,3396,477,1542,472,7.3982,369100,<1H OCEAN,,358665
-122.46,37.78,52,2051,552,1400,510,3.2396,375000,NEAR BAY,,428499.07
-122.33,37.97,45,1982,376,1179,398,3.5463,130800,NEAR BAY,,137294
-122.31,37.56,45,1792,301,829,318,4.9013,330100,NEAR OCEAN,,325183.04
-118.13,33.86,45,1866,343,919,344,3.5833,200200,<1H OCEAN,,225844
-118.42,34.18,30,1323,353,856,333,3.3594,202200,<1H OCEAN,,227020.01
-121.52,38.9,32,1650,313,802,284,2.9048,98200,INLAND,,101382
-121.99,37.26,29,2718,365,982,339,7.9234,500001,<1H OCEAN,,468311.36
-120.98,37.64,39,2617,659,2052,642,1.6952,65000,INLAND,,75504
-117.87,33.92,14,4039,669,1905,670,6.3303,303000,<1H OCEAN,,298526.04
-117.79,33.77,23,3596,451,1292,458,8.5403,451300,<1H OCEAN,,368778.04
-117.96,33.73,22,3479,455,1454,488,6.6324,347600,<1H OCEAN,,305067
-121.63,37.12,17,1830,398,1110,388,2.4821,248200,<1H OCEAN,,143440
-117.89,33.77,29,2577,445,1849,470,4.4732,194800,<1H OCEAN,,192443
-118.24,34.15,7,2063,670,1892,643,1.7301,202300,<1H OCEAN,,194120
-122.06,37.96,37,1784,313,788,304,4.2917,189600,NEAR BAY,,184611
-119.85,36.76,10,2067,450,845,354,1.8214,80100,INLAND,,67103
-118.09,34.01,36,1465,363,1538,342,3.5469,150600,<1H OCEAN,,159373
-123.73,39.17,20,4620,1042,1745,794,2.375,158800,NEAR OCEAN,,121553
-121.4,36.84,40,2352,536,1430,535,3.0912,155300,INLAND,,158977
-118.21,33.8,41,1251,279,1053,278,3.2778,150800,NEAR OCEAN,,175532
-119.62,36.56,30,1722,372,1467,403,1.8878,51600,INLAND,,56876
-118.81,34.25,4,9147,1827,3950,1661,5.716,320800,<1H OCEAN,,290351.06
-117.1,33,5,15502,2613,7417,2358,5.9094,261100,<1H OCEAN,,277938.01
-118.38,33.86,15,1778,311,908,330,7.674,329300,<1H OCEAN,,421196.45
-118.31,34.04,29,2038,578,2070,570,2.0658,214600,<1H OCEAN,,165519
-121.5,38.52,37,2008,466,1261,427,2.2574,59100,INLAND,,92663
-118,34.13,35,1005,224,742,221,3.5481,158100,INLAND,,166659
-118.35,33.91,19,1949,559,1282,498,2.7813,231300,<1H OCEAN,,225241
-118.98,35.37,36,1562,398,1223,329,0.9675,47100,INLAND,,50289
-117.9,33.88,28,2696,346,947,356,9.0055,375400,<1H OCEAN,,459395.57
-121.65,39.16,16,5022,1103,2087,956,2.3963,114800,INLAND,,90341
-119.81,36.6,24,2246,462,1291,394,2.4006,76400,INLAND,,68230
-118.02,34.15,44,2419,437,1045,432,3.875,280800,INLAND,,278384
-118.09,34.7,6,4558,804,1543,563,2.8548,138500,INLAND,,117402
-118.42,34.27,37,1024,246,1371,239,3.225,147500,<1H OCEAN,,150536
-118.32,34.07,52,2156,306,861,311,8.8062,500001,<1H OCEAN,,462730.47
-122.46,37.73,52,3547,506,1276,491,8.0069,426800,NEAR BAY,,490673.9
-116.53,33.78,18,2547,463,411,214,2.5489,220500,INLAND,,167088
-120.99,39.22,16,1497,275,737,243,2.8942,182500,INLAND,,132945
-116.47,34.07,22,5473,1234,2581,1098,1.9375,65300,INLAND,,89836
-122.28,37.82,52,1170,235,701,233,1.6098,87500,NEAR BAY,,94429
-118.47,35.64,17,2248,535,927,427,1.3023,68500,INLAND,,74384
-118.26,33.97,46,1086,249,880,250,1.5962,95700,<1H OCEAN,,98997
-117.2,32.78,38,2662,498,1132,496,4.0057,241600,NEAR OCEAN,,305822.05
-118.55,34.28,16,8879,,3468,1200,8.1125,428600,<1H OCEAN,,400824.01
-117.86,33.84,19,1725,392,920,400,3.0087,159400,<1H OCEAN,,199173
-117.78,33.78,6,9792,1283,3744,1179,10.1714,481500,<1H OCEAN,,466162.21
-121.86,37.41,16,2938,589,1718,568,5.5073,178900,<1H OCEAN,,253908
-117.58,34.11,14,11635,2055,6443,2009,4.7547,157600,INLAND,,166703
-118.02,34.12,38,1778,288,870,281,6.5784,408500,INLAND,,408926.21
-117.08,32.93,5,14944,2490,6600,2407,6.0857,308300,<1H OCEAN,,269764.01
-117.62,34.02,16,2040,325,1207,324,5.0431,164100,INLAND,,155499
-117.25,32.86,27,2530,469,594,326,7.2821,500001,NEAR OCEAN,,450680.37
-121.32,37.96,47,1700,344,922,357,3.1845,87200,INLAND,,119525
-118.45,33.96,36,2723,547,1090,519,6.3267,500001,<1H OCEAN,,442737.4
-119.79,36.77,30,1610,410,1000,397,2.0357,60200,INLAND,,64626
-118.2,33.92,42,1411,314,1432,322,3.0871,138800,<1H OCEAN,,143852
-118.33,34.16,23,1359,428,770,380,3.4016,234600,<1H OCEAN,,276806.03
-118.24,33.89,34,1479,332,1166,322,2.6165,100900,<1H OCEAN,,107537
-115.38,32.81,35,1263,262,950,241,1.8958,67500,INLAND,,67040
-117.82,33.85,18,1810,305,1189,326,5.2227,213500,<1H OCEAN,,237841
-121.97,37.3,25,5463,1351,2758,1310,3.0079,277300,<1H OCEAN,,206462
-121.24,38.75,5,9137,1368,3667,1294,5.4896,229600,INLAND,,214950
-118.91,36.79,19,1616,324,187,80,3.7857,78600,INLAND,,98272
-121.27,37.95,43,557,165,573,144,1.7212,59000,INLAND,,67850
-122.49,37.75,52,2226,385,1177,416,4.8516,323800,NEAR OCEAN,,326289.02
-123.2,39.15,27,990,238,592,225,2.0074,96200,<1H OCEAN,,119728
-122.26,37.54,5,1649,388,779,376,6.9635,417300,NEAR BAY,,366293.12
-117.29,33.05,28,1146,338,672,292,3.1667,300000,NEAR OCEAN,,278140.11
-118.39,33.88,31,1448,244,607,259,8.1513,500001,<1H OCEAN,,486210.67
-118.24,33.99,28,312,89,498,87,2.4107,96400,<1H OCEAN,,113404
-117.92,33.77,28,3614,960,3282,889,3.522,190300,<1H OCEAN,,177949
-118.16,33.86,26,6607,1663,4066,1558,2.5068,156300,<1H OCEAN,,173480
-122.16,37.71,36,666,132,366,134,3.4643,175000,NEAR BAY,,171583
-119.67,36.82,2,2579,376,1133,342,4.5577,123300,INLAND,,122481
-122.24,37.47,40,1504,270,689,287,6.1244,308800,NEAR OCEAN,,394189.18
-122.6,38.11,23,8642,1294,3594,1253,5.3962,301500,<1H OCEAN,,278016
-117.61,33.63,2,4678,817,1970,712,6.1078,219000,<1H OCEAN,,306944.04
-118.28,33.96,23,1983,611,2048,600,1.5313,91400,<1H OCEAN,,114324
-117.89,33.85,18,2036,414,1292,380,3.875,273000,<1H OCEAN,,193675
-121.77,36.93,24,1943,447,1844,461,3.0192,184300,<1H OCEAN,,167875
-121.37,38.68,36,1775,296,937,305,3.1786,83400,INLAND,,100259
-118.26,33.85,25,2324,326,1087,328,5.293,207000,<1H OCEAN,,251471
-122.17,37.73,43,1473,371,1231,341,2.1587,86500,NEAR BAY,,101603
-122.54,37.96,44,1552,204,596,208,10.129,500001,NEAR BAY,,498828.98
-124.16,40.8,52,2416,618,1150,571,1.7308,80500,NEAR OCEAN,,90742
-120.45,34.66,7,3329,504,1462,452,4.7875,198300,NEAR OCEAN,,219728.02
-120.45,34.95,10,2207,644,2232,543,2.375,98500,<1H OCEAN,,135923
-117.17,33.34,15,3313,679,1022,564,2.7986,189900,<1H OCEAN,,144486
-118.42,34,33,1139,299,734,257,3.2708,325000,<1H OCEAN,,334067.03
-119.35,36.52,39,3027,608,2199,592,2.6445,62000,INLAND,,71671
-121.84,37.29,4,2937,648,1780,665,4.3851,160400,<1H OCEAN,,205386
-120.24,37.96,34,1747,395,935,362,1.625,79400,INLAND,,87409
-122.42,37.77,52,4226,1315,2619,1242,2.5755,325000,NEAR BAY,,327166.06
-117.91,33.9,27,829,114,383,133,9.3125,293500,<1H OCEAN,,474989.55
-121.53,38.58,33,4988,1169,2414,1075,1.9728,76400,INLAND,,89730
-121.23,37.8,11,2451,665,1155,533,2.2254,130800,INLAND,,119163
-117.65,33.58,2,2411,354,703,217,7.8061,331400,<1H OCEAN,,341488.07
-121,37.6,22,4412,925,3116,817,2.6899,82100,INLAND,,111700
-118.07,34.17,36,2415,394,1215,413,5.5418,326100,INLAND,,357534.03
-117.69,33.64,16,2592,372,1279,383,6.9741,262000,<1H OCEAN,,309127.02
-121.78,37.23,18,1747,317,1055,285,5.898,229100,<1H OCEAN,,263428.01
-121.85,37.4,23,1793,319,1145,310,5.5968,243200,<1H OCEAN,,248411
-121.32,37.98,20,1591,589,1916,536,1.3531,94600,INLAND,,92675
-118.16,33.84,36,2831,573,1462,569,3.8646,214600,<1H OCEAN,,221034
-118.04,34.12,44,2007,288,921,307,6.5989,500001,INLAND,,399939.16
-122.21,37.8,50,2833,605,1260,552,2.8929,216700,NEAR BAY,,156142
-117.8,34.05,5,4536,1178,2485,909,4.1118,125900,<1H OCEAN,,210821
-121.43,38.61,33,2289,576,1100,503,2.1694,95700,INLAND,,98506
-121.8,36.72,14,2493,407,1296,418,5.4508,190000,<1H OCEAN,,270183
-122.02,37.58,15,3052,760,2097,728,3.3617,178100,NEAR BAY,,225345
-119.32,36.19,11,1281,291,861,313,1.0962,72300,INLAND,,54902
-118.2,33.81,46,1388,254,742,241,4.6458,212100,NEAR OCEAN,,217789
-117.91,33.75,8,2346,679,3842,674,3.0635,160000,<1H OCEAN,,175072
-118.13,34.02,38,1243,310,788,286,2.5852,185100,<1H OCEAN,,181776
-118.12,34.7,7,4915,885,2833,874,4.3229,130000,INLAND,,141121
-122.41,37.75,52,2164,606,2034,513,2.0325,178100,NEAR BAY,,243495
-118.26,34.09,51,1532,366,669,333,3.6434,278800,<1H OCEAN,,237644.01
-122.29,37.92,36,1450,235,568,234,6,311400,NEAR BAY,,324428.02
-117.43,34.1,34,1345,265,834,290,3.7011,99500,INLAND,,105297
-117.9,33.71,16,4208,630,2592,662,6.1966,260500,<1H OCEAN,,289190.02
-118.43,33.9,27,1536,377,553,326,5.4088,500001,<1H OCEAN,,414873.35
-121.43,36.5,14,1835,468,1867,461,2.3879,129800,<1H OCEAN,,123600
-120.45,37.32,21,1318,202,618,197,4.8214,117800,INLAND,,128398
-118.25,33.93,40,975,270,1068,270,0.9889,87500,<1H OCEAN,,91836
-122.5,37.74,45,1771,349,1098,342,3.7552,296600,NEAR OCEAN,,273488
-122.04,37.95,29,866,138,341,133,4.7188,197100,NEAR BAY,,223314
-117.34,34.02,28,2683,708,2047,636,2.275,85400,INLAND,,90491
-118.26,33.9,38,1566,318,981,318,4.0234,111900,<1H OCEAN,,149834.01
-120.45,34.94,24,1702,447,1240,417,2.4091,115500,<1H OCEAN,,127676
-117.24,33.18,19,3337,565,1646,554,5.0195,200200,<1H OCEAN,,234484
-118.15,34.18,46,2230,488,1985,456,2.2328,142100,<1H OCEAN,,158000
-122.16,37.46,45,2068,348,844,366,6.227,417800,NEAR BAY,,418920.34
-117.95,33.78,9,3553,1035,2017,986,2.9726,133800,<1H OCEAN,,187210
-119.05,34.13,12,57,22,69,15,5.0066,275000,NEAR OCEAN,,303636.13
-118.3,33.98,44,1597,388,902,321,1.9556,93300,<1H OCEAN,,103462
-120.98,37.69,18,3176,468,1296,471,5.5684,185100,INLAND,,202116
-118.27,34.05,52,1292,864,2081,724,0.9563,275000,<1H OCEAN,,246952.04
-122.41,37.8,52,1866,748,2957,710,1.8295,243800,NEAR BAY,,238556.05
-117.98,33.99,26,3343,455,1429,457,7.0778,334300,<1H OCEAN,,372547.04
-121.93,37.31,26,2182,704,1638,704,2.8981,229800,<1H OCEAN,,208736
-121.44,38.61,33,1591,466,1000,418,1.0467,70100,INLAND,,72326
-118.28,34.76,19,3430,601,1817,571,4.7875,163600,INLAND,,138606
-117.02,32.79,36,2211,384,868,329,4.0491,147900,<1H OCEAN,,163336
-117.21,34.08,5,5749,1385,2382,1088,3.0587,143100,INLAND,,111441
-118.21,34.05,45,2146,607,2868,625,2.121,144000,<1H OCEAN,,144865
-121.22,37.8,37,1038,222,521,211,2.125,91900,INLAND,,108202
-122.45,37.77,52,2645,626,1275,553,3.35,492900,NEAR BAY,,405392.14
-121.87,37.46,43,91,12,58,16,15.0001,500001,<1H OCEAN,,239313.08
-118.26,34.02,38,980,285,1308,310,1.5652,123100,<1H OCEAN,,119676
-117.23,32.73,35,2914,683,1562,638,2.5259,240200,NEAR OCEAN,,241039
-118.25,34.23,41,1979,496,1157,459,4.4083,217700,<1H OCEAN,,271579.02
-118.15,33.78,17,1584,435,904,406,2.0875,181300,NEAR OCEAN,,145988
-117.48,33.91,22,3611,666,1869,649,4.2207,141100,INLAND,,157033
-122.06,38.26,36,1248,221,672,222,3.3839,105900,INLAND,,119188
-117.12,32.7,36,1011,253,763,226,1.8187,84100,NEAR OCEAN,,83200
-121.87,37.35,27,3500,1036,3019,955,2.9222,153700,<1H OCEAN,,185525
-118.15,33.88,24,4232,1092,2688,1035,2.52,146000,<1H OCEAN,,178321
-122.55,38.07,5,1495,235,555,201,6.7232,345000,NEAR BAY,,335071.09
-118.05,34.13,23,3264,729,1475,668,3.735,218300,INLAND,,280678
-119.02,35.43,39,2033,370,956,379,3.1736,70700,INLAND,,79853
-122.42,37.73,52,3230,654,1765,611,3.3333,292300,NEAR BAY,,245805
-122.53,37.97,52,1560,451,700,419,2.5125,270800,NEAR BAY,,215679.01
-122.21,37.78,44,1729,414,1240,393,2.3125,102800,NEAR BAY,,119805
-117.29,34.15,42,1811,345,856,352,2.9667,97000,INLAND,,92965
-117.98,33.68,24,4177,,1704,606,6.2473,281900,<1H OCEAN,,282493
-122.18,38.17,7,4093,651,2228,646,5.2523,161300,NEAR BAY,,196541
-117.98,33.71,24,3430,548,1601,512,5.6825,264600,<1H OCEAN,,268174
-118.34,35.27,10,2939,605,1167,446,2.3917,79000,INLAND,,82499
-121.38,38.55,23,2790,430,1407,460,4.3288,133700,INLAND,,134815
-118.32,34.09,32,563,191,626,185,2.0341,250000,<1H OCEAN,,191453
-121.5,38.58,5,761,306,2031,295,0.7526,162500,INLAND,,150195
-118.3,34.19,52,1704,277,746,262,4.7986,326100,<1H OCEAN,,317069.02
-116.42,33.76,14,16921,2837,2524,1262,7.6281,341700,INLAND,,306032
-118.27,34.15,14,1744,536,1494,531,3.2171,230800,<1H OCEAN,,228976
-117.98,34.1,22,5661,1209,5389,1178,3.7727,159700,INLAND,,159155
-115.64,32.8,23,1228,235,569,235,3.1667,125000,INLAND,,76927
-119.73,36.68,32,755,205,681,207,1.7986,49300,INLAND,,60681
-118.6,34.13,20,14291,1934,5452,1875,9.1232,472000,<1H OCEAN,,488935.83
-118.3,34.04,50,1757,522,2080,488,1.7225,180000,<1H OCEAN,,146774
-120.68,35.25,16,4208,897,1634,806,2.2868,233700,NEAR OCEAN,,224653.01
-122.3,37.56,36,1379,228,750,227,5.5381,282000,NEAR OCEAN,,335157.01
-119.25,35.77,35,1618,378,1449,398,1.6786,56500,INLAND,,49810
-122.23,37.78,52,472,146,415,126,2.6429,71300,NEAR BAY,,123651
-122.23,37.46,33,2643,464,1015,427,4.2232,363700,NEAR OCEAN,,345533.09
-121.57,39.76,20,1384,257,557,232,2.0882,104900,INLAND,,84002
-118.98,35.36,15,1482,338,1059,279,1.2617,42700,INLAND,,53479
-118.32,34.08,46,2038,534,1250,525,2.4196,358100,<1H OCEAN,,242600
-119.71,34.41,31,1034,319,997,308,2.6538,231800,NEAR OCEAN,,237638
-118.43,37.4,19,2460,405,1225,425,4.1576,141500,INLAND,,139447
-117.29,34.12,47,1648,432,1308,385,1.2069,68200,INLAND,,70524
-118.59,34.22,17,6015,1464,3056,1347,4.0077,229000,<1H OCEAN,,254367.02
-117.38,34.12,17,5959,1208,4115,1088,2.4053,105200,INLAND,,114939
-117.94,33.86,36,2824,493,1394,507,4.6477,194700,<1H OCEAN,,205472
-118.98,36.06,33,2043,443,1497,417,2.343,47400,INLAND,,61316
-118.49,34.27,33,3047,527,1578,507,4.58,236200,<1H OCEAN,,231332
-121.63,39.82,11,3974,727,1610,634,2.6147,107700,INLAND,,95681
-117.03,32.73,38,3174,606,1557,619,3.5861,123600,NEAR OCEAN,,142292
-118.32,33.79,32,2381,467,1264,488,4.1477,315100,<1H OCEAN,,323509
-122.43,37.73,52,1142,224,494,206,5.0602,298900,NEAR BAY,,307108.04
-121.91,36.59,31,2034,335,966,322,4.6964,291300,NEAR OCEAN,,282248
-118.21,33.94,34,892,318,1443,341,2.1903,162500,<1H OCEAN,,144929
-117.59,33.67,29,1223,215,633,204,6.5143,279800,<1H OCEAN,,347543.18
-118.33,33.91,39,1224,312,1106,333,3.3491,181800,<1H OCEAN,,182739
-121.64,36.8,18,5915,1000,2975,975,4.5812,255200,<1H OCEAN,,246560
-122.48,37.75,49,2203,407,1052,405,4.4375,329200,NEAR BAY,,332822.01
-122.42,37.8,52,1777,486,932,427,3.3643,420000,NEAR BAY,,476703.7
-118.39,34.17,26,3345,818,1599,773,3.3516,241500,<1H OCEAN,,267014.01
-121.37,38.42,18,2643,502,1755,541,3.3281,91200,INLAND,,117012
-124.14,40.78,35,2426,423,982,432,3.4219,92800,NEAR OCEAN,,93725
-118.32,33.89,34,2675,560,1270,492,4.5053,242000,<1H OCEAN,,216140
-122.41,37.75,52,3065,622,1405,606,3.7813,275900,NEAR BAY,,280029
-117.39,33.93,26,3014,494,1832,485,4.8333,127900,INLAND,,147552
-120.23,37.86,16,324,61,135,61,2.4615,137500,INLAND,,141272
-121.91,37.29,36,945,149,371,158,5.6266,320500,<1H OCEAN,,321571.04
-114.65,32.79,21,44,33,64,27,0.8571,25000,INLAND,,54427
-117.78,33.97,2,556,63,179,54,8.4411,500001,<1H OCEAN,,380765.08
-118.45,37.37,26,3135,524,1385,523,4.337,139700,INLAND,,146408
-117.85,33.61,14,4340,741,1505,670,7.5674,500001,<1H OCEAN,,321806.04
-122.01,36.98,47,2403,517,1144,455,2.5954,229400,NEAR OCEAN,,238136
-118.2,33.93,40,1929,417,1780,419,3.4402,149400,<1H OCEAN,,150308
-121.91,36.62,40,1292,271,504,230,2.475,258300,<1H OCEAN,,223639
-118.18,33.87,38,2664,626,1627,604,3.7527,161900,<1H OCEAN,,170777
-122.05,37.38,24,2424,501,1367,507,4.072,364200,<1H OCEAN,,290340
-118.26,34,37,2615,697,2484,630,1.9208,103400,<1H OCEAN,,108294
-118.19,34.02,40,474,124,546,121,2.3438,137500,<1H OCEAN,,138727
-121.21,38.75,11,4552,639,2006,623,4.3962,264400,INLAND,,186699
-117.63,33.62,9,4257,785,1293,745,3.7139,196700,<1H OCEAN,,202687.01
-121.71,38.72,32,710,155,550,154,2.8882,151400,INLAND,,112445
